Marque,AI-IQ Agents,Catégorie,Proof URL,Résultat Audit 2A,Status,URL,URL Officielle
Valcucine,,,,95,,https://www.valcucine.com,https://www.valcucine.com/
Sub-Zero Wolf,,,,97,,https://www.subzero-wolf.com,https://www.subzero-wolf.com/
Vola,,,,95,,https://vola.com,https://vola.com/
Dornbracht,,,,94,,https://www.dornbracht.com,https://www.dornbracht.com/
Mutina,,,,95,,https://www.mutina.it,https://www.mutina.it/
Salvatori,,,,94,,https://www.salvatoriofficial.com,https://www.salvatoriofficial.com/
Antolini,,,,96,,https://www.antolini.com,https://www.antolini.com/
Dekton (Cosentino),,,,94,,https://www.cosentino.com/dekton/,https://www.cosentino.com/dekton/
Silestone,,,,92,,https://www.cosentino.com/silestone/,https://www.cosentino.com/silestone/
Corian (DuPont),,,,93,,https://www.corian.fr,https://www.corian.fr/
Sicis,,,,94,,https://www.sicis.com,https://www.sicis.com/
Margraf,,,,95,,https://www.margraf.it,https://www.margraf.it/
Knoll,,,,88,,https://www.knoll.com,https://www.knoll.com/
Fritz Hansen,,,,89,,https://fritzhansen.com,https://fritzhansen.com/
Artemide,,,,89,,https://www.artemide.com,https://www.artemide.com/
Zanotta,,,,91,,https://www.zanotta.it,https://www.zanotta.it/
Magis,,,,88,,https://www.magisdesign.com,https://www.magisdesign.com/
Samsung Bespoke,,,,91,,https://www.samsung.com,https://www.samsung.com/
Smeg,,,,88,,https://www.smeg.com,https://www.smeg.com/
Toto,,,,92,,https://www.toto.com,https://www.toto.com/
Kohler,,,,91,,https://www.kohler.fr,https://www.kohler.fr/
Duravit,,,,89,,https://www.duravit.fr,https://www.duravit.fr/
Hay,,,,84,,https://www.hay.dk,https://www.hay.dk/
Muuto,,,,83,,https://www.muuto.com,https://www.muuto.com/
Ferm Living,,,,83,,https://fermliving.com,https://fermliving.com/
GUBI,,,,81,,https://gubi.com,https://gubi.com/
BoConcept,,,,81,,https://www.boconcept.com,https://www.boconcept.com/
West Elm,,,,77,,https://www.westelm.com,https://www.westelm.com/
Interior Define,,,,78,,https://www.interiordefine.com,https://www.interiordefine.com/
Oura Ring,,,,96,,https://ouraring.com,https://ouraring.com/
Whoop,,,,94,,https://www.whoop.com,https://www.whoop.com/
ZOI,,,,93,,https://www.zoi.com,https://www.zoi.com/
Therabody,,,,92,,https://www.therabody.com,https://www.therabody.com/
Eight Sleep,,,,92,,https://www.eightsleep.com,https://www.eightsleep.com/
Withings,,,,90,,https://www.withings.com,https://www.withings.com/
Thorne,,,,89,,https://www.thorne.com,https://www.thorne.com/
Levels Health,,,,88,,https://www.levelshealth.com,https://www.levelshealth.com/
Clinique La Prairie,,,,88,,https://laprairie.ch,https://laprairie.ch/
Biogena,,,,88,,https://www.biogena.com,https://www.biogena.com/
Lanserhof,,,,87,,https://www.lanserhof.com,https://www.lanserhof.com/
Headspace,,,,87,,https://www.headspace.com,https://www.headspace.com/
Calm,,,,86,,https://www.calm.com,https://www.calm.com/
ZOE,,,,85,,https://joinzoe.com,https://joinzoe.com/
MNDGYM,,,,85,,https://mndgym.com,https://mndgym.com/
Thrival,,,,84,,https://thrivalnutrition.com,https://thrivalnutrition.com/
ENERGYbits®,,,,83,,https://www.energybits.com,https://www.energybits.com/
Viome,,,,82,,https://www.viome.com,https://www.viome.com/
Ritual,,,,81,,https://ritual.com,https://ritual.com/
HVMN,,,,78,,https://hvmn.com,https://hvmn.com/
Somnee,,,,78,,https://www.somnee.com,https://www.somnee.com/
Ancient + Brave,,,,77,,https://ancientandbrave.com,https://ancientandbrave.com/
Peloton,,,,77,,https://www.onepeloton.com,https://www.onepeloton.com/
Bloom Nutrition,,,,76,,https://bloomnu.com,https://bloomnu.com/
Bía Smart Mask,,,,75,,https://www.biacare.com,https://www.biacare.com/
Timeline,,,,75,,https://www.timelinenutrition.com,https://www.timelinenutrition.com/
Elysium Health,,,,74,,https://www.elysiumhealth.com,https://www.elysiumhealth.com/
Caudalie Wellness,,,,73,,https://caudalie.com,https://caudalie.com/
Bioptron Hyperlight,,,,73,,https://www.zepter.com,https://www.zepter.com/
Forme,,,,72,,https://forme.life,https://forme.life/
Aegis Formulas,,,,72,,https://aegisformulas.com,https://aegisformulas.com/
Fountain Life,,,,71,,https://fountainlife.com,https://fountainlife.com/
Plated,,,,70,,https://www.plated.com,https://www.plated.com/
Nestlé Health Science,,,,70,,https://www.nestlehealthscience.com,https://www.nestlehealthscience.com/
Infiniwell,,,,69,,https://infiniwell.com,https://infiniwell.com/
Abbott,,,,69,,https://www.abbott.com,https://www.abbott.com/
Unilever Wellness,,,,68,,https://www.unilever.com,https://www.unilever.com/
Cure,,,,68,,https://curehydration.com,https://curehydration.com/
Seed,,,,67,,https://seed.com,https://seed.com/
LMNT,,,,67,,https://drinklmnt.com,https://drinklmnt.com/
Moon Juice,,,,66,,https://moonjuice.com,https://moonjuice.com/
Tally Health,,,,65,,https://tallyhealth.com,https://tallyhealth.com/
Aware,,,,63,,https://www.aware-health.com,https://www.aware-health.com/
Lululemon Studio,,,,62,,https://www.lululemon.com,https://www.lululemon.com/
Pendulum,,,,61,,https://pendulumlife.com,https://pendulumlife.com/
Vivobase,,,,61,,https://www.vivobase.com,https://www.vivobase.com/
Wild Nutrition,,,,58,,https://www.wildnutrition.com,https://www.wildnutrition.com/
Hum Nutrition,,,,56,,https://www.humnutrition.com,https://www.humnutrition.com/
Sakara Life,,,,54,,https://www.sakara.com,https://www.sakara.com/
Jacquemus,,06_Apparel,,94,,https://www.jacquemus.com,https://www.jacquemus.com/
Patagonia,,06_Apparel,,92,,https://www.patagonia.com,https://www.patagonia.com/ownership/
Kith,,06_Apparel,,90,,https://kith.com,https://kith.com/
Sézane,,06_Apparel,,89,,https://www.sezane.com,https://www.sezane.com/
Stella McCartney,,06_Apparel,,89,,https://www.stellamccartney.com,https://www.stellamccartney.com/sustainability/
Marine Serre,,06_Apparel,,88,,https://marineserre.com,https://marineserre.com/
Aimé Leon Dore,,06_Apparel,,88,,https://www.aimeleondore.com,https://www.aimeleondore.com/
Palace,,06_Apparel,,87,,https://www.palaceskateboards.com,https://www.palaceskateboards.com/
Fear of God,,06_Apparel,,87,,https://fearofgod.com,https://fearofgod.com/
Ami Paris,,06_Apparel,,86,,https://www.amiparis.com,https://www.amiparis.com/
Skims,,06_Apparel,,86,,https://skims.com,https://skims.com/
Stone Island,,06_Apparel,,85,,https://www.stoneisland.com,https://www.monclergroup.com/
Stüssy,,06_Apparel,,85,,https://www.stussy.com,https://www.stussy.com/
Arc'teryx,,06_Apparel,,84,,https://www.arcteryx.com,https://www.arcteryx.com/
Reformation,,06_Apparel,,84,,https://www.thereformation.com,https://www.thereformation.com/
Acne Studios,,06_Apparel,,83,,https://www.acnestudios.com,https://www.acnestudios.com/
Telfar,,06_Apparel,,83,,https://telfar.net,https://telfar.net/
Ganni,,06_Apparel,,82,,https://ganni.com,https://ganni.com/
Supreme,,06_Apparel,,82,,https://www.supremenewyork.com,https://www.vfcorp.com/
Veja,,06_Apparel,,82,,https://www.veja-store.com,https://project.veja-store.com/
Courrèges,,06_Apparel,,81,,https://www.courreges.com,https://www.courreges.com/
Toteme,,06_Apparel,,81,,https://toteme-studio.com,https://toteme-studio.com/
Salomon (S/LAB),,06_Apparel,,80,,https://www.salomon.com,https://www.amersports.com/
A.P.C.,,06_Apparel,,80,,https://www.apc.fr,https://www.apc.fr/
Lululemon,,06_Apparel,,78,,https://www.lululemon.fr,https://corporate.lululemon.com/
Alo Yoga,,06_Apparel,,77,,https://www.aloyoga.com,https://www.aloyoga.com/
On Running,,06_Apparel,,77,,https://www.on-running.com,https://investors.on-running.com/
Hoka,,06_Apparel,,76,,https://www.hoka.com,https://www.deckers.com/
Diesel,,06_Apparel,,79,,https://www.diesel.com,https://www.otb.net/
COS,,06_Apparel,,79,,https://www.cos.com,https://hmgroup.com/
Arket,,06_Apparel,,78,,https://www.arket.com,https://hmgroup.com/
Massimo Dutti,,06_Apparel,,78,,https://www.massimodutti.com,https://www.inditex.com/
Nike (Lab),,06_Apparel,,74,,https://www.nike.com,https://investors.nike.com/
Adidas Originals,,06_Apparel,,73,,https://www.adidas.fr,https://www.adidas-group.com/
Sandro,,06_Apparel,,55,,https://www.sandro-paris.com,https://www.smcp.com/
Maje,,06_Apparel,,55,,https://www.maje.com,https://www.smcp.com/
Zadig & Voltaire,,06_Apparel,,53,,https://www.zadig-et-voltaire.com,https://www.zadig-et-voltaire.com/
The Kooples,,06_Apparel,,48,,https://www.thekooples.com,https://www.thekooples.com/
Bonpoint,,06_Apparel,,51,,https://www.bonpoint.com,https://www.bonpoint.com/
Jacadi,,06_Apparel,,52,,https://www.jacadi.fr,https://www.jacadi.fr/
Mini Rodini,,06_Apparel,,45,,https://www.minirodini.com,https://www.minirodini.com/
Liewood,,06_Apparel,,44,,https://www.liewood.com,https://www.liewood.com/
Olipop,,,,96,,https://drinkolipop.com,https://drinkolipop.com/
Liquid Death,,,,95,,https://liquiddeath.com,https://liquiddeath.com/
Graza,,,,94,,https://www.graza.co,https://www.graza.co/
Athletic Greens (AG1),,,,93,,https://drinkag1.com,https://drinkag1.com/
Huel,,,,92,,https://huel.com,https://huel.com/
Poppi,,,,91,,https://drinkpoppi.com,https://drinkpoppi.com/
Momofuku Goods,,,,90,,https://shop.momofuku.com,https://shop.momofuku.com/
Oats Overnight,,,,90,,https://www.oatsovernight.com,https://www.oatsovernight.com/
The Whole Truth,,,,89,,https://thewholetruth.com,https://thewholetruth.com/
Ghia,,,,89,,https://drinkghia.com,https://drinkghia.com/
Magic Spoon,,,,88,,https://magicspoon.com,https://magicspoon.com/
KOMO Paris,,,,88,,https://komo-paris.com,https://komo-paris.com/
Mid-Day Squares,,,,88,,https://www.middaysquares.com,https://www.middaysquares.com/
Daily Harvest,,,,87,,https://www.daily-harvest.com,https://www.daily-harvest.com/
Fly by Jing,,,,87,,https://flybyjing.com,https://flybyjing.com/
Truff,,,,86,,https://www.truff.com,https://www.truff.com/
Athletic Brewing,,,,84,,https://athleticbrewing.com,https://athleticbrewing.com/
Celsius,,,,83,,https://www.celsius.com,https://www.celsius.com/
Feastables,,,,78,,https://www.feastables.com,https://www.feastables.com/
Hungryroot,,,,77,,https://www.hungryroot.com,https://www.hungryroot.com/
Prime (Logan Paul),,,,42,,https://drinkprime.com,https://drinkprime.com/
Lunchly,,,,41,,https://lunchly.com,https://lunchly.com/
HelloFresh,,,,32,,https://www.hellofresh.fr,https://www.hellofreshgroup.com/
Factor,,,,31,,https://www.factor75.com,https://www.factor75.com/
Blue Apron,,,,30,,https://www.blueapron.com,https://www.blueapron.com/
Bitcoin (BTC),,08_Crypto,,99,,https://bitcoin.org,https://bitcoin.org/bitcoin.pdf
Ethereum (ETH),,08_Crypto,,98,,https://ethereum.org,https://ethereum.org/en/whitepaper/
BlackRock BUIDL,,08_Crypto,,98,,https://www.blackrock.com,https://www.blackrock.com/
Coinbase,,08_Crypto,,97,,https://www.coinbase.com,https://www.coinbase.com/public-filings
Circle (USDC),,08_Crypto,,96,,https://www.circle.com,https://www.circle.com/en/transparency
Chainlink,,08_Crypto,,96,,https://chain.link,https://chain.link/whitepaper
Solana,,08_Crypto,,95,,https://solana.com,https://solana.com/
Polygon,,08_Crypto,,94,,https://polygon.technology,https://polygon.technology/
Uniswap,,08_Crypto,,94,,https://uniswap.org,https://uniswap.org/whitepaper.pdf
Aave,,08_Crypto,,93,,https://aave.com,https://aave.com/
Monero,,08_Crypto,,92,,https://www.getmonero.org,https://www.getmonero.org/
Cardano,,08_Crypto,,91,,https://cardano.org,https://cardano.org/
Ledger,,08_Crypto,,91,,https://www.ledger.com,https://www.ledger.com/
Ripple (XRP),,08_Crypto,,89,,https://ripple.com,https://ripple.com/
Binance (BNB),,08_Crypto,,84,,https://www.binance.com,https://www.binance.com/en/proof-of-reserves
Tether (USDT),,08_Crypto,,78,,https://tether.to,https://tether.to/en/transparency/
Dogecoin,,08_Crypto,,45,,https://dogecoin.com,https://dogecoin.com/
FTX (Legacy),,08_Crypto,,02,,https://ftx.com,https://www.fbi.gov/
Arbitrum,,08_Crypto,,95,,https://arbitrum.io,https://arbitrum.io/
Optimism,,08_Crypto,,94,,https://www.optimism.io,https://www.optimism.io/
Avalanche,,08_Crypto,,93,,https://www.avax.network,https://www.avax.network/
Cosmos (ATOM),,08_Crypto,,92,,https://cosmos.network,https://cosmos.network/
MakerDAO (Sky),,08_Crypto,,94,,https://sky.money,https://makerdao.com/en/whitepaper
Lido,,08_Crypto,,92,,https://lido.fi,https://lido.fi/
Rocket Pool,,08_Crypto,,93,,https://rocketpool.net,https://rocketpool.net/
Curve Finance,,08_Crypto,,91,,https://curve.fi,https://curve.fi/
Polkadot,,08_Crypto,,91,,https://polkadot.network,https://polkadot.network/
Near Protocol,,08_Crypto,,90,,https://near.org,https://near.org/
Stacks (STX),,08_Crypto,,89,,https://www.stacks.co,https://www.stacks.co/
Jupiter (JUP),,08_Crypto,,88,,https://jup.ag,https://jup.ag/
Celestia,,08_Crypto,,88,,https://celestia.org,https://celestia.org/
Filecoin,,08_Crypto,,87,,https://filecoin.io,https://filecoin.io/
Arweave,,08_Crypto,,92,,https://www.arweave.org,https://www.arweave.org/
Kraken,,08_Crypto,,91,,https://www.kraken.com,https://www.kraken.com/proof-of-reserves
Gemini,,08_Crypto,,89,,https://www.gemini.com,https://www.gemini.com/
World (Worldcoin),,08_Crypto,,62,,https://world.org,https://whitepaper.worldcoin.org/
Cardano (ADA),,08_Crypto,,91,,https://cardano.org,https://cardano.org/
Litecoin (LTC),,08_Crypto,,93,,https://litecoin.org,https://litecoin.org/
Bugatti,,,,99,,https://www.bugatti.com,https://www.bugatti.com/fr/sur-mesure/
Rolls-Royce Motor Cars,,,,99,,https://www.rolls-roycemotorcars.com,https://www.rolls-roycemotorcars.com/bespoke/
Ferrari,,,,98,,https://www.ferrari.com,https://www.ferrari.com/en-EN/corporate
Koenigsegg,,,,98,,https://www.koenigsegg.com,https://www.koenigsegg.com/heritage/
Pagani,,,,98,,https://www.pagani.com,https://fr.motor1.com/news/785422/pagani-2026/
Lockheed Martin,,,,98,,https://www.lockheedmartin.com,https://www.lockheedmartin.com/en-us/who-we-are/esg.html
Northrop Grumman,,,,97,,https://www.northropgrumman.com,https://www.northropgrumman.com/corporate-responsibility/
Airbus,,,,97,,https://www.airbus.com,https://www.airbus.com/en/sustainability/standards
Dassault Aviation,,,,97,,https://www.dassault-aviation.com,https://www.dassault-aviation.com/fr/groupe/finance/
Gulfstream,,,,96,,https://www.gulfstream.com,https://www.gulfstream.com/en/about-gulfstream/sustainability/
Bentley,,,,97,,https://www.bentleymotors.com,https://www.bentleymotors.com/en/world-of-bentley/sustainability.html
Waymo,,,,95,,https://waymo.com,https://waymo.com/safety/
Tesla,,,,94,,https://www.tesla.com,https://www.tesla.com/impact
Rimac,,,,97,,https://www.rimac-automobili.com,https://www.rimac-newsroom.com/
Porsche,,,,97,,https://www.porsche.com,https://newsroom.porsche.com/en/sustainability.html
Mercedes-Benz,,,,96,,https://www.mercedes-benz.com,https://group.mercedes-benz.com/sustainability/
Volvo,,,,95,,https://www.volvocars.com,https://www.volvocars.com/intl/v/sustainability/
Maersk,,,,95,,https://www.maersk.com,https://www.maersk.com/sustainability
Scania,,,,95,,https://www.scania.com,https://www.scania.com/group/en/home/sustainability.html
Toyota,,,,93,,https://global.toyota,https://global.toyota/en/sustainability/
DHL,,,,93,,https://www.dhl.com,https://www.dhl.com/global-en/home/about-us/sustainability.html
Uber,,,,93,,https://www.uber.com,https://www.uber.com/us/en/about/esg/
Polestar,,,,93,,https://www.polestar.com,https://www.polestar.com/global/sustainability/
Rivian,,,,91,,https://rivian.com,https://rivian.com/sustainability
Nio,,,,92,,https://www.nio.com,https://www.nio.com/news/q4-results-2025
BYD,,,,92,,https://www.byd.com,https://www.bydglobal.com/en/Sustainability.html
Lucid Motors,,,,90,,https://www.lucidmotors.com,https://www.lucidmotors.com/esg-data
Boeing,,,,82,,https://www.boeing.com,https://www.boeing.com/principles/safety
VanMoof,,,,65,,https://www.vanmoof.com,https://www.vanmoof.com/en-FR/news
Thom Browne,,01_Luxury,,92,,https://www.thombrowne.com,https://www.zegnagroup.com/
